Address-City|Address-Country|Address-State|Address-Street Direction|Address-Street Name|Address-Street Number|Address-Unit Number|Address-Zip|Appliance Description|Association Fee|Cooling Description|Directions|Garage Description|Heating Description|List Date|Lot Description|Lot Size-Acres|MLS Board|Listing Agent ID|Listing Agent Name|Listing Office ID|Listing Office Name|Listing Office Phone|Listing Modified Date|MLS Number|Property Type|Amenities|Pool Description|Price|Property Class|Room Count-Total Bedrooms|Room Count-Total Full Baths|Room Count-Total Half Baths|Room Count-Total Rooms|School District|School-Elementary|School-High|School-Middle|Sewer|SQFT|Tax|Tax ID|Tax Year|Year Built|MLS Listing Status|Remarks|Basement Description|Basement YN|Golf Club YN|Horse Facilities YN|Health Club YN|Display Address on Internet YN|Virtual Tour URL|List Agent E-Mail Address|Fireplaces|Relocation Membership ID|RentalType|RentalPrice|CountyName|Subdivision|ExteriorAmenities|Listing CoAgent ID|Listing CoAgent Name
SARATOGA|USA|CA||15475 Monte Vista Drive|||95070|Cooktop - Electric,Countertop - Granite,Dishwasher,Exhaust Fan,Garbage Disposal,Oven - Built-In,Oven - Double||None|||Central Forced Air - Gas|2017-09-04 10:06:49|Private / Secluded|0.893|MLSLV4|01050509|Moe Baniani|APR-01|Saratoga||2018-02-01 01:08:09|ML81676415|Single Family|High Ceiling ,Walk-in Closet ,Wet Bar||3688000.00|Single Family|5|3|1||Saratoga Union Elementary||Saratoga High|Redwood Middle||3534||||1965|Active|Located in a private cul-de-sac & one of Saratoga's most coveted neighborhoods*Abundant light-filled home w/formal entry*LR w/cathedral ceiling, fireplace, 2 picturesque windows overlooking bkyd & hardwood floor*DR w/access to sitting deck*Gourmet Kit. w/granite counters, Cherry wood cabinets & top quality appliances, casual dining & walk-in pantry*Master retreat w/sitting RM & large master BD w/glass slider viewing bkyd, walk-in closet & en suite bath*BD 2 & 3 w/double window & double closet*Hall bath w/marble vanity, 2 oval sinks, laundry chute, recessed lights & tub*FR w/fireplace, hardwood floor, wet bar, sliding glass door to spacious level bkyd*Hall bath w/marble vanity, stall shower & tile floor*BD 4 & 5 w/double window, double closet & hardwood floors. Amenities included: Milgard double pane windows, Andersen glass doors, Hardwood floors, soft touch light switches, AC, Alarm system, metal roof, 3 car garage,laundry*space for possible cottage & pool *Saratoga Schools!||N|N|N|N|Y|http://tours.tourfactory.com/tours/tour.asp?r=MLSListings.com&t=1833382|moe@apr.com||12176|||Santa clara||||
PORTOLA VALLEY|USA|CA||133 Ash Lane|||94028|Cooktop - Gas,Countertop - Stone,Dishwasher,Exhaust Fan,Freezer,Garbage Disposal,Hood Over Range,Hookups - Gas,Hookups - Ice Maker,Island with Sink,Microwave,Oven - Electric,Pantry,Refrigerator,Skylight||None|||Central Forced Air,Fireplace ,Heating - 2+ Zones,Radiant Floors|2017-09-08 15:31:04|Grade - Gently Sloped,Grade - Sloped Down  ,Grade - Varies,Private / Secluded,Views|2.514|MLSLV4|00938609|Barbara Piuma|APR-07|Woodside||2018-02-01 01:08:09|ML81677191|Single Family|High Ceiling ,Skylight,Vaulted Ceiling ,Video / Audio System,Walk-in Closet||5695000.00|Single Family|4|3|1||Portola Valley Elementary|Ormondale Elementary|Sequoia High|Corte Madera Elementary||3900||||1989|Active|Exquisite contemporary home with ceiling canopies of glass. Panoramic views of San Francisco and East Bay. Approximately 2.5 forested acres offering privacy and serenity. Extensive 2 year remodel completed in 2013 and further enhanced by current owners-all under original eminent Architect's direction. Sought after Westridge area, close and convenient location, close to Stanford, Palo Alto and Highway 280. Highly regarded Portola Valley schools.||N|N|N|N|Y|https://protect-us.mimecast.com/s/O5zoBLSXQRW4He|bpiuma@apr.com||12176|||San mateo||||
HALF MOON BAY|USA|CA||930 Railroad Avenue|||94019|Cooktop - Gas,Countertop - Granite,Countertop - Other,Dishwasher,Garbage Disposal,Island,Microwave,Oven - Double,Refrigerator,Trash Compactor,Warming Drawer||None|||Central Forced Air|2017-09-08 16:08:04||0.147|MLSLV4|00379463|Heidi Johnson|APR-07|Woodside||2018-02-01 01:08:09|ML81677201|Single Family|Bay Window,Built-in Vacuum,Inverted Floor Plan,Vaulted Ceiling ,Walk-in Closet||2795000.00|Single Family|4|3|0||Cabrillo Unified|||||2887||||2011|Active|Oceanfront retreat with stunning views! With the ocean as your backyard the home is designed for indoor/outdoor living with almost every room opening out to the ocean views or gardens. Brazilian cherry hardwood, crown moldings and Douglas fir trim combine with fossilized limestone and granite finishes for chic designer style. Four bedrooms and three baths on two levels. Upper-level living room showcases whitewater views through French doors to a large deck. Dining room, fully open to the kitchen and living room banquette window seat flanked by built-in shelves. Gourmet kitchen with cherry perimeter cabinetry topped in fossilized limestone is completely customized to utilize every nook and cranny; center island with glazed cabinetry topped in granite. Main-level master suite boasts ocean views;an expansive walk-in closet with custom built-ins. Meticulously landscaped gardens, wraparound porch, upper and lower decks, pizza oven, fire pit and spa.||N|N|N|N|Y|http://tours.tourfactory.com/tours/tour.asp?r=MLSListings.com&t=1846184|heidi@apr.com||12176|||San mateo||||
WOODSIDE|USA|CA||320 Old La Honda Road|||94062|Cooktop - Gas,Countertop - Granite,Dishwasher,Exhaust Fan,Garbage Disposal,Hood Over Range,Hookups - Gas,Island,Island with Sink,Oven - Built-In,Pantry,Refrigerator,Warming Drawer||None|||Radiant Floors|2017-09-11 09:28:55|Views|7.6|MLSLV4|00868362|Scott Dancer|APR-07|Woodside||2018-02-01 01:08:09|ML81677345|Single Family|||6950000.00|Single Family|4|4|2||Portola Valley Elementary|||||6070||||2003|Active|Set on 7.6 acres, this unique estate property presents magnificent San Francisco Bay views and an eco-friendly design. Close-in country setting is the perfect escape from the fast pace of Silicon Valley, yet just minutes from Sand Hill Road venture capital centers, Stanford University, and tech centers. Custom-built in 2003 with every amenity - home theatre, wine cellar, executive office, library, sumptuous bathrooms, fabulous kitchen, and remote controlled screened walls on the loggia. Pool plus outdoor shower off the master. Lower level with ample room for a 4th bedroom. Septic system built to accommodate the 4th bedroom or pool house. Excellent Portola Valley schools.||N|N|N|N|Y|http://tours.tourfactory.com/tours/tour.asp?r=MLSListings.com&t=1883814|scott@scottdancer.com||12176|||San mateo||||
CARMEL VALLEY|USA|CA||24 De El Rio Road|||93924|220 Volt Outlet,Cooktop - Electric,Countertop - Formica,Countertop - Stone,Oven Range,Refrigerator||None|||Baseboard,Individual Room Controls,Radiant|2017-09-12 18:41:24||0.157|MLSLV4|00966788|Kristi Knutzen|APR-09|Carmel||2018-02-01 01:08:09|ML81677629|Single Family|||795000.00|Single Family|3|3|1||Carmel Unified|||||1881||||1986|Active|Authentic Log Cabin built with incredible materials and workmanship... just 3/10 mile from Carmel Valley Village...fabulous location overlooking Carmel River...no flood insurance required...mature trees and beautiful landscaping complete the level lot...spacious open floor plan features antique stove...indoor laundry...all bedrooms are upstairs and open to the front deck...perfect home for entertaining...new septic installed October 2015...||N|N|N|N|Y||kknutzen@apr.com||12176|||Monterey||||
SARATOGA|USA|CA||19770 Glen Una Drive|||95070|Dishwasher,Exhaust Fan,Garbage Disposal,Hood Over Range,Island with Sink,Microwave,Oven - Built-In,Oven Range - Built-In, Gas,Pantry,Refrigerator,Skylight,Warming Drawer||None|||Fireplace ,Heating - 2+ Zones,Radiant Floors,Solar|2017-09-15 14:21:41|Grade - Level|1.41|MLSLV4|70010073|Nevis and Ardizzone Team|APR-02|Los Gatos||2018-02-01 01:08:09|ML81678102|Single Family|High Ceiling ,Security Gate,Skylight,Video / Audio System,Walk-in Closet ,Wet Bar||7288000.00|Single Family|6|5|1||Saratoga Union Elementary|||||8151||||2003|Active|Impeccable quality, flawless construction, functional floor plan & comfortable living describe this beautiful estate in the highly sought after Platinum Rectangle. Custom home by renowned builder David Flick. Stunning Tuscan-style, resort-like property sits on flat 1.41ac, fully developed w/stunning Venetian glass-tile pool w/fountains & spa, vast lawn area & 266 sf, 1bd, 1ba guest unit/studio w/500 sf of covered patio, kitchen & stone fireplace. Walking paths & beautiful gardens create a peaceful environment. Privacy is substantial, augmented by security gates, video monitoring system, & many heritage mature trees. Main home - 7,885sf w/5bd & 4.5ba, Eagles Nest office, billiard room, home theater & 1200 bottle wine cellar. 741sf oversized 3-car garage w/space for a car lift. Crestron Home Automation system, multi-zoned energy efficient heat & a/c system, radiant heat & electrostatic air filters, Photo Voltaic solar panels for home & solar for pool, two 5.1 surround sound systems.||N|N|N|N|Y|http://www.19770GlenUnaDrive.com|nevisandardizzoneteam@apr.com||12176|||santa clara||||
SANTA CRUZ|USA|CA||220 Wavecrest Avenue|||95060|220 Volt Outlet,Countertop - Granite,Dishwasher,Exhaust Fan,Hood Over Range,Oven Range - Gas,Pantry,Refrigerator||None|||Central Forced Air,Fireplace ,Radiant Floors|2017-09-19 18:37:49|Grade - Mostly Level|0.151|MLSLV4|00966533|Mark Oliverez|APR-02|Los Gatos||2018-02-01 01:08:09|ML81678568|Single Family|Dumbwaiter,High Ceiling ,Vaulted Ceiling ,Walk-in Closet||1899000.00|Single Family|5|3|1||Santa Cruz City Elementary|||||3800||||1990|Active|JUST REDUCED, BEST QUALITY and VALUE HANDS DOWN! This is a must see property. It's at the top of its class with the perfect combination of curb appeal, quality craftsmanship, and Panoramic Ocean views. The exterior details of this home are elegant yet contemporary; from its distinguished front porch and high rooflines, to its grand upper deck off the gorgeous great room. The interior quality is featured by a 1.35+ million dollar recent expansion and renovation. And the ocean views are so magnificent, that they must been seen to be fully appreciated.||N|N|N|N|Y||moliverez@apr.com||12176|||Santa cruz||||
CARMEL|USA|CA||0 SW 2nd Street|||93923|Countertop - Granite,Dishwasher,Exhaust Fan,Garbage Disposal,Microwave,Oven Range - Built-In, Gas,Refrigerator||None|||Central Forced Air - Gas,Forced Air|2017-09-22 13:32:59|Grade - Hillside|0.09|MLSLV4|00703550|Judie Profeta|APR-09|Carmel||2018-02-01 01:08:09|ML81679036|Single Family|Open Beam Ceiling,Skylight,Vaulted Ceiling ,Video / Audio System||1295000.00|Single Family|1|1|0||Carmel Unified|Carmel River Elementary|Carmel High|Carmel Middle||861||||1974|Active|Want a place that is quiet but close to the center of town and beach? And ocean views with only the sounds of nature and the ocean? This amazing house might sound small but feels spacious due to the all windows on each of the 3 floors! The living room has high ceilings with big picturesque windows, a cozy fireplace and a surround sound system that echoes throughout every room. The kitchen is small and functional; totally remodeled with granite and high end appliances. Updated bathroom is large with an enormous tub for 2; the bedroom has magnificent moon views that add to the ambiance. Lush gardens and trees compliment 2 outdoor patios for different times of the day and expand the functionality of this adorable home. A carport and additional on-site parking for more cars is an added bonus on this street to street lot. Situated in a neighborhood of much higher priced homes, expansion possibilities make this great for the future and perfect for now. This is a true gem.||N|N|N|N|Y||jprofeta@apr.com||12176|||Monterey||||
SARATOGA|USA|CA||18691 Vessing Road|||95070|Cooktop - Gas,Countertop - Granite,Dishwasher,Exhaust Fan,Island with Sink,Oven - Double,Oven - Self Cleaning,Refrigerator,Warming Drawer,Wine Refrigerator||None|||Gas|2017-10-02 10:05:50|Grade - Gently Sloped,Grade - Rolling,Private / Secluded,Views|1.616|MLSLV4|00967324|Amy McCafferty|APR-02|Los Gatos||2018-02-01 01:08:09|ML81680020|Single Family|High Ceiling ,Vaulted Ceiling ,Walk-in Closet ,Wet Bar||4400000.00|Single Family|4|3|2||Campbell Union Elementary|Marshall Lane Elementary|Westmont High|Rolling Hills Middle||5038||||1988|Active|Great Price for an Incredible Property! Beautiful mountain vistas are enjoyed throughout this spacious & well-appointed 4 bedroom, 3 full/2 half bath estate located in picturesque Saratoga! Privately situated on a 1.6 acre parcel, the exceptional craftsmanship of this custom estate is equipped for grand-scale entertaining or quiet enjoyment. Handsome walnut entry door opens to spacious foyer overlooking the living & dining rooms w/ a wall of windows to showcase the Saratoga foothills. Resort-style living, the thoughtful interior & exterior are well-designed w/ spacious living areas & separate guest quarters. Private office w/ built-in cabinetry is just off the family room. Downstairs, a bonus room, wine room, exercise room & game room are enjoyed, providing easy access to the pool & spa deck. Custom designed cabinetry, Saltillo tile & dark hardwood floors offer comfortable elegance. Conveniently located to both charming downtown Saratoga & Los Gatos, this is the perfect location!||N|N|N|N|Y|http://tours.tourfactory.com/tours/tour.asp?r=MLSListings.com&t=1870496|amccafferty@apr.com||12176|||Santa clara||||
SAN JOSE|USA|CA||1030 Laura Ville Lane|||95125|220 Volt Outlet,Countertop - Granite,Dishwasher,Exhaust Fan,Garbage Disposal,Refrigerator,Wine Refrigerator|313.00|None|||Central Forced Air - Gas|2017-10-02 17:07:40||0.159|MLSLV4|00896337|Pamela Culp|APR-03|Palo Alto||2018-02-01 01:08:09|ML81680106|Single Family|High Ceiling ,Vaulted Ceiling ,Walk-in Closet||2288888.00|Single Family|5|3|0||San Jose Unified|||||3594||||1999|Active|Price Reduced!! Wonderful opportunity to own a gorgeous home located just steps away from shopping and dining on Lincoln Avenue. A classic exterior, with Tudor-style half-timbering and elegant brick detail, introduces the home. The interior is a delightful surprise. Soaring ceilings and hardwood floors complement many interesting details such as hand thrown iron balusters on the staircase and stunning light fixtures that complement the balusters. Perfect for either entertaining or comfortable relaxation, there is a formal living and dining room, and a private outdoor patio. A cook's kitchen with casual dining area and adjacent family room is a wonderful gathering place for family and friends. The private space consists of 5 spacious bedrooms and 3 full baths, plus a space for a reading room or home office . One bedroom and bath is on the first level which is wonderful for a guest room, au pair or space away from other areas of the house. This is a wonderful place to call home!||N|N|N|N|Y||pculp@apr.com||12176|||Santa clara||||
SAN JOSE|USA|CA||0 Silver Creek Road|||95121|||None||||2017-10-03 17:00:41|Grade - Rolling,Grade - Sloped Up  ,Views|10.17|MLSLV4|01355719|Therese Swan|APR-02|Los Gatos||2018-02-01 01:08:09|ML81680258|Land|||999999.00|Land|0|0|0||Evergreen Elementary|Evergreen Elementary|Silver Creek High|Chaboya Middle|||||||Active|City Lights and Panoramic views from Santa Clara Valley to San Francisco Bay! 10+ acres for your estate home with guest quarters, vineyards, swimming pool, horses, tennis courts, etc. You will be surrounded by multi-million dollar homes in Silver Creek Country Club, yet still have a country feel and watch the abundant wildlife (deer, turkeys, quail, etc) go by. Great schools: Silver Oak Elementary, Chaboya Middle School, and Silver Creek High School. Close to Highways 101 and 85 for easy commuting. Local shopping (grocery stores, CVS, Walgreens, etc), new shopping center on Cottle Road, with the Westfield Malls, Santana Row, and Gilroy Outlets all about a 20 minute drive.||N|N|N|N|Y|http://tswan.com/silver-creek-road/|tswan@apr.com||12176|||Santa clara||||
